Repeat,RepeatModeler Classification,Class,Sub-Class,Super-Family,Notes
rnd-3_family-51,DNA/TcMar-Tc1,C(),SC(H-> non-ltr retrotransposon dna transposon),SF(H-> sine),-
rnd-3_family-1168,DNA/PiggyBac,C(T-> ii),SC(H-> dna transposon T-> dna transposon),SF(H-> piggybac T-> is630/tc1/mariner),TSD consensus length is 2.
rnd-3_family-305,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-3_family-288,Unknown,C(),SC(H-> dna transposon),SF(),-
rnd-3_family-549,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-3_family-718,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-3_family-64,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-3_family-1196,DNA/TcMar,C(),SC(H-> dna transposon),SF(),-
rnd-4_family-1676,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-4_family-88,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-4_family-928,DNA/TcMar-Pogo,C(),SC(H-> dna transposon),SF(),-
rnd-4_family-982,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-4_family-33,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-4_family-935,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-4_family-3105,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(H-> piggybac),-
rnd-4_family-187,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-4_family-3988,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-4_family-973,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-4_family-2090,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-4_family-3082,DNA/PiggyBac,C(T-> ii),SC(H-> dna transposon T-> dna transposon),SF(),No TSD consensus. Maximum TSD length is 2.
rnd-4_family-74,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-4_family-545,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(H-> piggybac),-
rnd-4_family-1122,DNA/TcMar-Tc1,C(),SC(H-> non-ltr retrotransposon dna transposon),SF(H-> sine),-
rnd-4_family-1446,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-4_family-399,Unknown,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),No TSD consensus. Maximum TSD length is 5.
rnd-4_family-2106,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-4_family-397,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-4_family-2360,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-4_family-513,LINE/L1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-4_family-933,DNA/PiggyBac,C(),SC(H-> ltr retrotransposon dna transposon),SF(),-
rnd-4_family-86,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-4_family-2313,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-4_family-2105,DNA/TcMar-Tc2,C(),SC(H-> dna transposon),SF(),-
rnd-4_family-564,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-503,DNA/PiggyBac,C(T-> ii),SC(H-> dna transposon T-> dna transposon),SF(),TSD consensus length is 2.
rnd-5_family-1744,DNA,C(T-> i),SC(H-> dna transposon T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 6.
rnd-5_family-73,DNA/TcMar-Pogo,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-167,LINE/L1-Tx1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-741,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-225,LINE/Jockey,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-310,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-131,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-580,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-5_family-229,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-235,DNA/PiggyBac,C(T-> ii),SC(H-> dna transposon T-> dna transposon),SF(),TSD consensus length is 2.
rnd-5_family-255,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-4809,LINE/L1-Tx1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1434,LINE,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-9369,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-5_family-3065,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(H-> piggybac),-
rnd-5_family-295,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-4875,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-971,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-5_family-4497,RC/Helitron,C(),SC(H-> helitron),SF(),-
rnd-5_family-3274,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-5297,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1371,RC/Helitron,C(),SC(H-> helitron),SF(),-
rnd-5_family-3309,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-6476,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-7838,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(H-> piggybac),-
rnd-5_family-33,LINE/L1-Tx1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2441,Unknown,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1297,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1560,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-425,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3503,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-39,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-6862,LINE/L1,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-5_family-120,LINE/L1-Tx1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-709,DNA,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2220,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-53,LINE/L1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2222,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3912,DNA/MULE-MuDR,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1610,LINE/I,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1865,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2068,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-5121,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-5412,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-405,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3124,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-114,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-4446,DNA/MuLE-MuDR,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-2257,LINE/RTE-RTE,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1167,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-3305,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1336,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-206,DNA/Academ,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-399,LINE/RTE-X,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3779,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1319,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-337,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-5_family-1763,LINE/L2,C(T-> ii),SC(H-> non-ltr retrotransposon T-> dna transposon),SF(),TSD consensus length is 2.
rnd-5_family-186,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3689,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1414,DNA/hAT-Tip100,C(T-> ii),SC(T-> dna transposon),SF(T-> is256/mutator/fb),TSD consensus length is 10.
rnd-5_family-5331,LTR/Gypsy,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-5_family-3974,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-349,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-315,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1710,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-545,LINE/Proto2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3224,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1604,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1684,LTR/DIRS,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-5_family-4819,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3565,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-7014,Unknown,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1734,LINE/L1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-4313,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1031,LTR/Copia,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-6009,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-7433,SINE?,C(),SC(H-> non-ltr retrotransposon dna transposon),SF(H-> sine),-
rnd-5_family-1517,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-644,LINE/Rex-Babar,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-148,DNA/hAT-hATw,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-3668,LINE/L1-Tx1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1069,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-893,DNA/hAT-Ac,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-4928,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3416,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2386,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1612,LTR/Pao,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-5_family-339,DNA/PIF-Harbinger,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-2358,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-3813,Unknown,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3553,Unknown,C(T-> ii),SC(T-> dna transposon),SF(T-> is256/mutator/fb),TSD consensus length is 10.
rnd-5_family-4354,DNA/hAT-Blackjack,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-5995,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1293,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-967,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-829,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-810,DNA/hAT-Blackjack,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-5_family-4437,LINE/L1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1592,DNA/PIF-Harbinger,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-581,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-11,DNA/hAT-Ac,C(),SC(H-> dna transposon),SF(H-> hat),-
rnd-5_family-3040,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-537,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2558,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-6874,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-5696,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-6675,LTR/Gypsy,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-5_family-2296,Unknown,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-1107,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-409,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1483,Unknown,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3721,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3584,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-5343,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1629,LINE/I,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-4218,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2517,LTR/Gypsy,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1054,DNA/TcMar-ISRm11,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-7468,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-5_family-3031,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-6447,LINE/L1-Tx1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-4253,LINE/Jockey,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3296,DNA/Academ,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-1768,LTR/Copia,C(T-> ii),SC(H-> dna transposon T-> dna transposon),SF(),TSD consensus length is 2.
rnd-5_family-5770,Unknown,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-5575,LTR/Gypsy,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-5_family-2313,LINE/L1-Tx1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1180,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-2321,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-4265,DNA/PiggyBac,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-5_family-1375,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1568,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3560,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3005,LINE/L1-Tx1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-5369,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-205,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1760,LTR/Pao,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-5_family-510,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-6622,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1563,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-468,Unknown,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-5105,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2242,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-896,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-583,LINE/L1-Tx1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1539,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(H-> cr1),-
rnd-5_family-2750,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-11168,Unknown,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-5_family-183,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-7258,LINE/L1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2581,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-8113,LTR/Gypsy,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-5_family-7748,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1339,DNA/Academ,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-3962,LINE/Rex-Babar,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-5603,LTR/Gypsy,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-5_family-162,LINE/Rex-Babar,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-5081,LTR/Gypsy,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-5_family-3426,LINE/L1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2020,DNA/Crypton,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-3542,DNA/Academ,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-2757,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-393,LTR/Gypsy,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-5_family-708,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1791,LINE/L2,C(T-> i),SC(H-> non-ltr retrotransposon T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.
rnd-5_family-1335,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-5056,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1688,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2308,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-9417,LINE/Jockey,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-744,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-156,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(H-> piggybac),-
rnd-6_family-49,SINE/MIR,C(),SC(H-> non-ltr retrotransposon dna transposon),SF(H-> sine),-
rnd-6_family-4847,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-791,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-6_family-1416,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-702,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-780,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-715,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-6_family-526,LINE/I,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-294,LINE/L1-Tx1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-15656,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-6_family-953,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-2071,LINE/L1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-8366,DNA/Academ,C(T-> ii),SC(H-> dna transposon T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),TSD consensus length is 3.
rnd-6_family-1059,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-2427,LINE/L1-Tx1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-531,LINE/RTE-X,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-12,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-1262,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-3577,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-6_family-101,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-9462,LINE/L1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-14,Unknown,C(T-> ii),SC(T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),No TSD consensus. Maximum TSD length is 3.
rnd-6_family-2190,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-3944,LINE/L1-Tx1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-3660,LINE/L1-Tx1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-1222,DNA/Sola,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-187,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-4482,Unknown,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-3205,LINE/Jockey,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-9,Simple_repeat,C(T-> ii),SC(T-> dna transposon),SF(T-> is256/mutator/fb),TSD consensus length is 10.
rnd-6_family-1917,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-692,LINE/R2-Hero,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-12984,Unknown,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-2495,LINE/L1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-180,DNA/TcMar-Pogo,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-495,LINE/L1-Tx1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-878,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-56,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-6_family-2473,DNA/hAT-Blackjack,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-7521,LINE/Jockey,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-1670,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-1588,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-7136,DNA/hAT-hAT6,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-2696,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-779,SINE/tRNA,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-6_family-2266,LINE/RTE-X,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-3255,LTR/Pao,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-6_family-7553,LTR/Gypsy,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-6_family-1783,LINE/Jockey,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-3620,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-213,Unknown,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-5212,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-6936,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-6919,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-595,LINE/L1-Tx1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-678,DNA/TcMar,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-845,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-653,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(H-> cr1),-
rnd-6_family-1413,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-721,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-11143,LINE/L1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-567,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-86,LTR/Gypsy,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-893,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-1009,DNA/hAT,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-1126,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-1010,LTR/Pao,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-6_family-2048,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-10066,LTR/Gypsy,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-7186,buffer,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-2033,LTR/Ngaro,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-6_family-5,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-10210,SINE/tRNA,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-6_family-13118,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-1227,DNA/Maverick,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-594,DNA,C(T-> i),SC(H-> dna transposon T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.
rnd-6_family-39,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-1884,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-188,LTR/Gypsy,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-6_family-54,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-137,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-175,LINE/L1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-4167,LINE/RTE-X,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-5159,LTR/Pao,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-2072,LINE/L1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-8062,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-8030,Unknown,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-6_family-713,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
