Repeat,RepeatModeler Classification,Class,Sub-Class,Super-Family,Notes
rnd-5_family-1302,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-10805,LTR/Pao,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-5_family-1141,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is GTAT.
rnd-5_family-496,DNA/IS3EU,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-1297,DNA,C(S_SSR-> i),SC(H-> dna transposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-5_family-9652,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 47.
rnd-5_family-4016,LINE/L1-Tx1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2861,LTR/Copia,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TT.
rnd-5_family-6490,LTR/Copia,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-5_family-8359,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-17,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is GG.
rnd-5_family-4071,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-342,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 56.
rnd-5_family-555,Unknown,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CC.
rnd-5_family-4902,LINE/Jockey,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-4137,Unknown,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NN.
rnd-5_family-1070,Unknown,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NNNNN.
rnd-5_family-1055,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 20.
rnd-5_family-317,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3433,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3522,LTR/Gypsy,C(T-> ii),SC(T-> helitron),SF(),Palindrome length is 14.
rnd-5_family-726,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-8249,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-5_family-132,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1817,LTR/Gypsy,C(S_LTR-> i),SC(S_LTR-> Short Terminal Repeat),SF(),Terminal Repeat consensus length is 8.
rnd-5_family-5156,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 76.
rnd-5_family-8123,LINE/Rex-Babar,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1859,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3942,RC/Helitron,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CC.
rnd-6_family-4026,DNA/Ginger,C(),SC(H-> ltr retrotransposon dna transposon),SF(),-
rnd-6_family-794,LTR/Gypsy,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-1690,LTR,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-6_family-3763,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-816,LTR/Copia,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CC.
rnd-6_family-3762,LINE/L2,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is ATT.
rnd-6_family-222,LTR/Copia,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NNNNN.
rnd-6_family-2266,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-2421,LTR/Gypsy,C(T-> ii),SC(T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),TSD consensus length is 3.
rnd-6_family-453,LTR/Gypsy,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-1099,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-688,DNA/CMC-EnSpm,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NNNNN.
rnd-6_family-568,buffer,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CACA.
rnd-6_family-690,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is GATT.
rnd-6_family-1287,LINE/I,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AAAAG.
rnd-6_family-3230,buffer,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TA.
rnd-6_family-2515,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-6977,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is GG.
rnd-6_family-2012,LTR/Copia,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-1762,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-2064,LINE/L1,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-6_family-391,LTR/Copia,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-293,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-3142,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 46.
rnd-6_family-6377,SINE/tRNA,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-6_family-6035,Satellite,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 49.
rnd-6_family-718,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-569,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is GAC.
rnd-6_family-3867,LTR/DIRS,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-6_family-353,LTR/Pao,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 32.
rnd-6_family-11589,RC/Helitron,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-6_family-1961,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TAA.
rnd-6_family-5497,DNA,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-6_family-1019,RC/Helitron,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TT.
rnd-6_family-9893,LTR/Pao,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-7680,DNA/MULE-MuDR,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-3767,LINE/L2,C(T-> ii),SC(H-> non-ltr retrotransposon T-> dna transposon),SF(),TSD consensus length is 2.
rnd-6_family-3233,DNA/CMC-EnSpm,C(S_TIR-> ii S_SSR-> i),SC(H-> dna transposon S_TIR-> dna transposon S_SSR-> non-ltr retrotransposon),SF(),TIR consensus length is 36.Short sequence repeated is ACGT.
rnd-6_family-7199,DNA,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 23.
rnd-6_family-3228,DNA/hAT-Charlie,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 37.
rnd-6_family-206,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TATG.
rnd-6_family-1057,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-3989,LTR/DIRS,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-6_family-878,DNA/hAT-Tip100,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-486,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-3584,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 25.
rnd-6_family-3049,DNA/Sola,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-3426,LINE/CR1-Zenon,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-7656,LTR/Gypsy,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-6_family-4677,DNA/Maverick,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-2371,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is ATT.
rnd-6_family-5304,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-6_family-166,Simple_repeat,C(S_TIR-> ii T-> ii S_SSR-> i),SC(H-> dna transposon S_TIR-> dna transposon T-> dna transposon S_SSR-> non-ltr retrotransposon),SF(),TSD consensus length is 2.TIR consensus length is 39.Short sequence repeated is GTCGC.
rnd-6_family-8604,LINE/CR1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 43.
rnd-6_family-2999,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TAT.
rnd-6_family-10018,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-6_family-8569,DNA/CMC-EnSpm,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-6_family-1701,LTR/Gypsy,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-6_family-1054,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is GG.
rnd-6_family-2882,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-6_family-3152,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TT.
rnd-6_family-1824,LINE/Jockey,C(),SC(H-> non-ltr retrotransposon),SF(H-> jockey),-
rnd-6_family-9583,DNA/CMC-Chapaev,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-16746,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
