Repeat,RepeatModeler Classification,Class,Sub-Class,Super-Family,Notes
[rnd-1_family-640,DNA/CMC-EnSpm,C(S_LTR-> i S_SSR-> i),SC(S_LTR-> Short Terminal Repeat S_SSR-> non-ltr retrotransposon),SF(),Terminal Repeat consensus length is 22.Short sequence repeated is CACA.]
[rnd-1_family-648,LTR,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 19.]
[rnd-1_family-655,Unknown,C(S_LTR-> i),SC(S_LTR-> Short Terminal Repeat),SF(),Terminal Repeat consensus length is 10.]
[rnd-1_family-662,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 44.]
[rnd-1_family-663,DNA/Sola,C(),SC(H-> dna transposon),SF(),-]
[rnd-1_family-667,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 69.]
[rnd-1_family-668,LTR/Copia,C(S_LTR-> i S_SSR-> i),SC(S_LTR-> Short Terminal Repeat S_SSR-> non-ltr retrotransposon),SF(),Terminal Repeat consensus length is 8.Poly A trail length is 7.]
[rnd-1_family-688,DNA,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 74.]
[rnd-1_family-689,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-1_family-672,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 82.]
[rnd-1_family-702,LINE/L1,C(S_TIR-> ii T-> i),SC(S_TIR-> dna transposon T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 4.TIR consensus length is 69.]
[rnd-1_family-706,LINE/RTE-RTE,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-1_family-709,DNA/Novosib,C(S_LTR-> i S_SSR-> i),SC(S_LTR-> Short Terminal Repeat S_SSR-> non-ltr retrotransposon),SF(),Terminal Repeat consensus length is 27.Short sequence repeated is TGTG.]
[rnd-1_family-710,DNA/Academ,C(),SC(H-> dna transposon),SF(),-]
[rnd-1_family-718,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.]
[rnd-1_family-721,Unknown,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 6.]
[rnd-1_family-723,LINE/L2,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TAA.]
[rnd-1_family-733,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.]
[rnd-1_family-734,LTR/Copia,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 31.]
[rnd-1_family-740,Unknown,C(S_TIR-> ii T-> i),SC(S_TIR-> dna transposon T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 4.TIR consensus length is 32.]
[rnd-1_family-743,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-1_family-745,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is ATAT.]
[rnd-1_family-696,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 33.]
[rnd-1_family-752,DNA/CMC-Chapaev,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),No TSD consensus. Maximum TSD length is 5.]
[rnd-1_family-722,DNA/Crypton,C(S_TIR-> ii),SC(H-> dna transposon S_TIR-> dna transposon),SF(),TIR consensus length is 91.]
[rnd-1_family-756,DNA/PIF-Harbinger,C(T-> ii),SC(T-> dna transposon),SF(T-> hat p is1016/merlin),TSD consensus length is 8.]
[rnd-1_family-758,Unknown,C(T-> ii),SC(T-> dna transposon),SF(T-> is256/mutator/fb),TSD consensus length is 11.]
[rnd-1_family-759,Unknown,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> hat p is1016/merlin),TSD consensus length is 8.TIR consensus length is 56.]
[rnd-1_family-770,LTR,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 27.]
[rnd-1_family-776,Unknown,C(S_LTR-> i),SC(S_LTR-> Short Terminal Repeat),SF(),Terminal Repeat consensus length is 45.]
[rnd-1_family-781,DNA/MULE-MuDR,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 17.]
[rnd-1_family-782,LINE/L1,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.]
[rnd-1_family-786,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-1_family-797,DNA/PIF-HarbS,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 36.]
[rnd-1_family-799,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-1_family-800,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 37.]
[rnd-1_family-805,LINE/L1,C(T-> ii),SC(T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),TSD consensus length is 3.]
[rnd-1_family-815,Satellite,C(S_LTR-> i),SC(S_LTR-> Short Terminal Repeat),SF(),Terminal Repeat consensus length is 8.]
[rnd-1_family-817,LINE/RTE-RTE,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-1_family-833,Unknown,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.]
[rnd-1_family-842,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 33.]
[rnd-1_family-850,LTR/Copia,C(T-> ii),SC(T-> dna transposon),SF(T-> is5/pif/harbinger is630/tc1/mariner),TSD consensus length is 3.]
[rnd-1_family-851,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),No TSD consensus. Maximum TSD length is 2.]
[rnd-1_family-860,LTR/ERVK,C(),SC(H-> dna transposon),SF(),-]
[rnd-1_family-874,LINE/Jockey,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.]
[rnd-1_family-883,DNA/CMC-EnSpm,C(T-> ii),SC(T-> dna transposon),SF(),No TSD consensus. Maximum TSD length is 2.]
[rnd-1_family-887,LINE/Penelope,C(T-> ii),SC(H-> non-ltr retrotransposon T-> dna transposon),SF(H-> penelope),TSD consensus length is 2.]
[rnd-1_family-894,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 33.]
[rnd-1_family-897,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-1_family-901,LTR/Copia,C(T-> ii),SC(T-> dna transposon),SF(T-> hat p is1016/merlin),TSD consensus length is 8.]
[rnd-1_family-907,DNA,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 29.]
[rnd-1_family-915,DNA,C(T-> ii),SC(T-> dna transposon),SF(),No TSD consensus. Maximum TSD length is 2.]
[rnd-1_family-919,DNA,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TGTG.]
[rnd-1_family-923,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-1_family-925,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-1_family-926,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 153.]
[rnd-1_family-933,DNA/Sola,C(),SC(H-> dna transposon),SF(),-]
[rnd-1_family-936,LINE/L2,C(T-> ii S_SSR-> i),SC(H-> non-ltr retrotransposon T-> dna transposon S_SSR-> non-ltr retrotransposon),SF(),TSD consensus length is 2.Short sequence repeated is TAT.]
[rnd-1_family-946,DNA,C(),SC(H-> dna transposon),SF(),-]
[rnd-1_family-952,DNA,C(T-> ii),SC(T-> helitron),SF(),Palindrome length is 12.]
[rnd-1_family-953,Unknown,C(T-> ii),SC(T-> dna transposon),SF(T-> is256/mutator/fb),No TSD consensus. Maximum TSD length is 10.]
[rnd-1_family-955,LINE/L2,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is ATT.]
[rnd-1_family-963,LTR/Gypsy,C(),SC(H-> dna transposon),SF(),-]
[rnd-1_family-965,LINE/CR1,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.]
[rnd-1_family-979,Satellite,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Poly A trail length is 8.]
[rnd-1_family-992,Satellite,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AAATG.]
[rnd-1_family-994,LTR/Gypsy,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.]
[rnd-1_family-998,LTR/Gypsy,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.]
[rnd-1_family-1003,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-1_family-1008,DNA/TcMar,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-1_family-1011,DNA,C(T-> ii),SC(H-> non-ltr retrotransposon T-> dna transposon),SF(),TSD consensus length is 2.]
[rnd-1_family-1014,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),No TSD consensus. Maximum TSD length is 2.]
[rnd-1_family-1018,LINE/L2,C(T-> i),SC(H-> non-ltr retrotransposon T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 4.]
[rnd-1_family-1028,LINE/I,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 41.]
[rnd-1_family-1044,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-1_family-1052,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-1_family-1054,DNA/Harbinger,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.]
[rnd-1_family-1062,DNA/TcMar-Tc1,C(S_LTR-> i),SC(S_LTR-> Short Terminal Repeat),SF(),Terminal Repeat consensus length is 10.]
[rnd-1_family-1063,Unknown,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-1_family-1069,LINE/L2,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTA.]
[rnd-1_family-1056,LINE/L2,C(T-> ii),SC(H-> non-ltr retrotransposon T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),TSD consensus length is 3.]
[rnd-1_family-1081,DNA/CMC-EnSpm,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 29.]
[rnd-1_family-1083,LTR/Copia,C(T-> ii),SC(T-> dna transposon),SF(),No TSD consensus. Maximum TSD length is 2.]
[rnd-1_family-1066,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-1_family-1100,DNA/hAT-Tip100,C(T-> i),SC(H-> dna transposon T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 4.]
[rnd-1_family-1103,Unknown,C(S_LTR-> i),SC(S_LTR-> Short Terminal Repeat),SF(),Terminal Repeat consensus length is 8.]
[rnd-1_family-1104,DNA/hAT-hATm,C(T-> ii),SC(T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),TSD consensus length is 3.]
[rnd-1_family-1112,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 30.]
[rnd-1_family-1128,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 39.]
[rnd-1_family-1130,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-1_family-1135,LINE/RTE-BovB,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is GAG.]
[rnd-1_family-1136,LTR,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 28.]
[rnd-1_family-1141,DNA/hAT-hAT6,C(),SC(H-> dna transposon),SF(),-]
[rnd-1_family-1142,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-1_family-1147,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-1_family-1148,LTR/Gypsy,C(T-> ii),SC(T-> helitron),SF(),Palindrome length is 10.]
[rnd-1_family-1153,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-1_family-1169,DNA,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.]
[rnd-1_family-1179,Unknown,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.]
[rnd-1_family-1194,DNA/CMC-Transib,C(),SC(H-> dna transposon),SF(),-]
[rnd-1_family-1197,LTR/Pao,C(T-> ii),SC(T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),TSD consensus length is 3.]
[rnd-1_family-1199,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-1_family-1202,Unknown,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Poly A trail length is 7.]
[rnd-2_family-5,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-]
[rnd-2_family-347,LTR,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 26.]
[rnd-2_family-63,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 24.]
[rnd-3_family-1,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-]
[rnd-3_family-51,Unknown,C(T-> ii S_SSR-> i),SC(T-> dna transposon S_SSR-> non-ltr retrotransposon),SF(T-> hat p is1016/merlin),TSD consensus length is 8.Short sequence repeated is CC.]
[rnd-3_family-276,LTR/ERV4,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.]
[rnd-3_family-302,LTR/Gypsy,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),TSD consensus length is 3.TIR consensus length is 37.]
[rnd-3_family-6,LTR/Pao,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 28.]
[rnd-3_family-220,DNA,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AC.]
[rnd-3_family-274,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is ATG.]
[rnd-3_family-360,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 230.]
[rnd-3_family-399,RC/Helitron,C(),SC(H-> helitron),SF(),-]
[rnd-3_family-48,DNA,C(),SC(H-> dna transposon),SF(),-]
[rnd-3_family-80,DNA/TcMar-Tigger,C(S_TIR-> ii S_LTR-> i),SC(S_TIR-> dna transposon S_LTR-> Short Terminal Repeat),SF(),TIR consensus length is 24.Terminal Repeat consensus length is 8.]
[rnd-3_family-340,DNA,C(),SC(H-> dna transposon),SF(),-]
[rnd-3_family-1109,DNA,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 198.]
[rnd-4_family-297,DNA/Maverick,C(),SC(H-> dna transposon),SF(),-]
[rnd-4_family-167,DNA/PiggyBac,C(S_TIR-> ii),SC(H-> dna transposon S_TIR-> dna transposon),SF(),TIR consensus length is 183.]
[rnd-4_family-41,DNA/hAT-Tip100,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is GG.]
[rnd-4_family-901,DNA/hAT-Tip100,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CC.]
[rnd-4_family-320,DNA/CMC-EnSpm,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TAC.]
[rnd-4_family-815,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),No TSD consensus. Maximum TSD length is 2.]
[rnd-4_family-55,DNA/CMC-EnSpm,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TGG.]
[rnd-4_family-1498,Unknown,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> transib),TSD consensus length is 5.TIR consensus length is 36.]
[rnd-4_family-223,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AAATG.]
[rnd-4_family-647,DNA,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 44.]
[rnd-4_family-1422,DNA,C(),SC(H-> dna transposon),SF(),-]
[rnd-4_family-1152,DNA,C(S_TIR-> ii),SC(H-> dna transposon S_TIR-> dna transposon),SF(),TIR consensus length is 30.]
[rnd-4_family-575,LINE/L1,C(T-> i),SC(T-> non-ltr retrotransposon penelope),SF(T-> line/sine),No TSD consensus. Maximum TSD length is 9.]
[rnd-4_family-773,LTR/Gypsy,C(T-> ii),SC(T-> dna transposon),SF(T-> piggybac),TSD consensus length is 4.]
[rnd-4_family-824,SINE/tRNA,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is ATAT.]
[rnd-4_family-917,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-4_family-258,LTR/Copia,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),No TSD consensus. Maximum TSD length is 3.TIR consensus length is 22.]
[rnd-4_family-1605,DNA/Maverick,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CC.]
[rnd-4_family-1168,DNA/hAT-hAT5,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.]
[rnd-4_family-521,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CCCCC.]
[rnd-4_family-446,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.]
[rnd-4_family-516,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CGC.]
[rnd-4_family-97,DNA/CMC-EnSpm,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is GGT.]
[rnd-4_family-78,DNA/hAT-Tip100,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TG.]
[rnd-4_family-467,LTR/Gypsy,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.]
[rnd-4_family-749,LTR,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 28.]
[rnd-4_family-56,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 38.]
[rnd-4_family-86,DNA,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.]
[rnd-4_family-381,Simple_repeat,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CAAGT.]
[rnd-4_family-685,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AATA.]
[rnd-4_family-3103,LINE/Jockey,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-4_family-283,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-4_family-1362,Unknown,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> is256/mutator/fb),TSD consensus length is 10.TIR consensus length is 69.]
[rnd-4_family-1336,DNA/hAT-Tip100,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CCCCC.]
[rnd-4_family-1035,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-4_family-2110,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 45.]
[rnd-4_family-639,RC/Helitron,C(),SC(H-> helitron),SF(),-]
[rnd-5_family-52,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-]
[rnd-5_family-425,DNA/CMC-EnSpm,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is GAT.]
[rnd-5_family-142,LINE/L1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 114.]
[rnd-5_family-1924,LINE/L2,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.]
[rnd-5_family-858,LTR/Copia,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 137.]
[rnd-5_family-123,Unknown,C(T-> ii),SC(H-> non-ltr retrotransposon T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),TSD consensus length is 3.]
[rnd-5_family-51,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-102,LINE/L1,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-264,DNA/CMC-EnSpm,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CTA.]
[rnd-5_family-1074,DNA,C(),SC(H-> dna transposon),SF(),-]
[rnd-5_family-369,LINE,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-185,SINE/MIR,C(T-> ii),SC(T-> dna transposon),SF(T-> is630/tc1/mariner),TSD consensus length is 2.]
[rnd-5_family-6427,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 26.]
[rnd-5_family-1019,DNA/hAT-Tip100,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CC.]
[rnd-5_family-898,LTR,C(T-> i),SC(T-> non-ltr retrotransposon penelope),SF(T-> line/sine),No TSD consensus. Maximum TSD length is 9.]
[rnd-5_family-216,LTR/Gypsy,C(),SC(H-> dna transposon),SF(),-]
[rnd-5_family-823,SINE/tRNA,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(H-> sine),Short sequence repeated is TTA.]
[rnd-5_family-5193,DNA,C(T-> ii),SC(T-> dna transposon),SF(T-> hat p is1016/merlin),TSD consensus length is 7.]
[rnd-5_family-601,DNA/PiggyBac,C(S_TIR-> ii),SC(H-> dna transposon S_TIR-> dna transposon),SF(),TIR consensus length is 240.]
[rnd-5_family-4080,DNA,C(S_SSR-> i),SC(H-> dna transposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is ACAA.]
[rnd-5_family-600,DNA/hAT-Tip100,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CCCCC.]
[rnd-5_family-379,buffer,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is GTA.]
[rnd-5_family-8,DNA,C(S_TIR-> ii),SC(H-> dna transposon S_TIR-> dna transposon),SF(),TIR consensus length is 28.]
[rnd-5_family-43,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-165,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 224.]
[rnd-5_family-1922,DNA,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.]
[rnd-5_family-274,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-906,LTR/Pao,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 28.]
[rnd-5_family-1049,buffer,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.]
[rnd-5_family-310,DNA/CMC-EnSpm,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TT.]
[rnd-5_family-1189,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-9698,RC/Helitron,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 86.]
[rnd-5_family-1560,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-5350,RC/Helitron,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 46.]
[rnd-5_family-4342,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.]
[rnd-5_family-4145,LINE/Rex-Babar,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 43.]
[rnd-5_family-3427,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-6344,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 55.]
[rnd-5_family-4699,DNA/CMC-EnSpm,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 46.]
[rnd-5_family-1450,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-1261,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 27.]
[rnd-5_family-1067,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-1404,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-5534,DNA/PIF-Harbinger,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 28.]
[rnd-5_family-547,DNA/CMC-EnSpm,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 74.]
[rnd-5_family-1483,LTR/DIRS,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 35.]
[rnd-5_family-610,RC/Helitron,C(),SC(H-> helitron),SF(),-]
[rnd-5_family-6092,LTR/Copia,C(T-> ii),SC(T-> dna transposon),SF(T-> is256/mutator/fb),TSD consensus length is 11.]
[rnd-5_family-591,DNA/Sola,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AACTG.]
[rnd-5_family-1302,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),No TSD consensus. Maximum TSD length is 2.]
[rnd-5_family-3135,DNA/hAT-Tag1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 80.]
[rnd-5_family-5257,RC/Helitron,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CC.]
[rnd-5_family-5998,RC/Helitron,C(T-> i S_SSR-> i),SC(T-> ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.Short sequence repeated is CGTC.]
[rnd-5_family-955,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 23.]
[rnd-5_family-1001,Unknown,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NNNNN.]
