Repeat,RepeatModeler Classification,Class,Sub-Class,Super-Family,Notes
rnd-4_family-694,DNA/hAT-Tip100,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 19.
rnd-4_family-825,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-4_family-785,DNA/PiggyBac,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 151.
rnd-4_family-672,DNA,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-4_family-330,DNA,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 108.
rnd-4_family-258,DNA/CMC-EnSpm,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is GAT.
rnd-4_family-771,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 60.
rnd-4_family-155,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 62.
rnd-4_family-692,SINE/MIR,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(H-> sine),Short sequence repeated is ATT.
rnd-4_family-332,DNA/Crypton,C(),SC(H-> dna transposon),SF(),-
rnd-4_family-624,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-4_family-604,RC/Helitron,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 70.
rnd-4_family-435,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-4_family-2695,LTR/Copia,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 65.
rnd-4_family-300,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-4_family-653,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 35.
rnd-4_family-348,RC/Helitron,C(),SC(H-> helitron),SF(),-
rnd-4_family-1502,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-4_family-914,DNA/TcMar-Tc2,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 77.
rnd-4_family-1305,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-4_family-551,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-4_family-1499,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 62.
rnd-4_family-126,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-4_family-50,DNA/hAT-hATw,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TT.
rnd-4_family-1104,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-4_family-257,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 53.
rnd-4_family-453,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-4_family-850,DNA/PiggyBac,C(S_TIR-> ii),SC(H-> dna transposon S_TIR-> dna transposon),SF(),TIR consensus length is 204.
rnd-4_family-1022,DNA/TcMar-ISRm11,C(),SC(H-> dna transposon),SF(),-
rnd-4_family-410,DNA/TcMar-Tc1,C(S_TIR-> ii),SC(H-> dna transposon S_TIR-> dna transposon),SF(),TIR consensus length is 223.
rnd-4_family-182,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-4_family-485,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 51.
rnd-4_family-2964,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 104.
rnd-4_family-439,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-4_family-706,DNA/hAT-Blackjack,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-4_family-1492,LTR/Copia,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.
rnd-4_family-1100,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-4_family-503,DNA/CMC-EnSpm,C(T-> i S_LTR-> i),SC(T-> ltr retrotransposon S_LTR-> Short Terminal Repeat),SF(T-> ty3/gypsy ty1/copia retroviral),No TSD consensus. Maximum TSD length is 6.Terminal Repeat consensus length is 8.
rnd-4_family-159,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-4_family-3141,DNA/TcMar-Pogo,C(),SC(H-> dna transposon),SF(),-
rnd-4_family-870,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-4_family-226,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TT.
rnd-4_family-1449,DNA/TcMar-Tc1,C(S_TIR-> ii),SC(H-> dna transposon S_TIR-> dna transposon),SF(),TIR consensus length is 17.
rnd-4_family-123,Unknown,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NNNNN.
rnd-5_family-168,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is ATC.
rnd-5_family-134,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 77.
rnd-5_family-667,LINE/RTE-BovB,C(T-> ii),SC(H-> non-ltr retrotransposon T-> helitron),SF(),Palindrome length is 10.
rnd-5_family-489,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-5_family-760,LTR,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 18.
rnd-5_family-1188,LTR/Copia,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 73.
rnd-5_family-1476,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 41.
rnd-5_family-2362,LINE,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-390,LTR/Copia,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 110.
rnd-5_family-221,DNA/PIF-Harbinger,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-5_family-580,DNA/MULE-MuDR,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 20.
rnd-5_family-1758,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-54,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-1871,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2687,LTR/ERV1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 36.
rnd-5_family-308,LINE/L1-Tx1,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Poly A trail length is 7.
rnd-5_family-626,LTR,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 87.
rnd-5_family-2144,DNA/hAT-Blackjack,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-2929,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-5_family-2153,DNA/TcMar-Tc1,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NNNNN.
rnd-5_family-745,LTR/Gypsy,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),TSD consensus length is 3.TIR consensus length is 83.
rnd-5_family-2157,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-378,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TCA.
rnd-5_family-251,Unknown,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 6.
rnd-5_family-1868,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1509,LTR/Copia,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 62.
rnd-5_family-1037,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1016,Simple_repeat,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 43.
rnd-5_family-6,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3667,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-5473,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3239,DNA/Academ,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> hat p is1016/merlin),TSD consensus length is 8.TIR consensus length is 30.
rnd-5_family-1266,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 23.
rnd-5_family-93,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1177,LTR/Gypsy,C(T-> i),SC(T-> non-ltr retrotransposon penelope),SF(T-> line/sine),No TSD consensus. Maximum TSD length is 7.
rnd-5_family-1396,RC/Helitron,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 21.
rnd-5_family-1968,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 464.
rnd-5_family-4443,DNA/P,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 23.
rnd-5_family-933,LTR/Gypsy,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-5_family-2777,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 68.
rnd-5_family-1370,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-985,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-18,DNA/PIF-Harbinger,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AAT.
rnd-5_family-4482,Unknown,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),No TSD consensus. Maximum TSD length is 16.
rnd-5_family-1590,DNA/TcMar-Sagan,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 59.
rnd-5_family-1028,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-7,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2076,LINE/CR1,C(S_TIR-> ii S_SSR-> i),SC(S_TIR-> dna transposon S_SSR-> non-ltr retrotransposon),SF(),TIR consensus length is 61.Poly A trail length is 7.
rnd-5_family-501,LTR,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),No TSD consensus. Maximum TSD length is 5.
rnd-5_family-816,DNA/P,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 42.
rnd-5_family-3141,Satellite,C(T-> ii),SC(T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),No TSD consensus. Maximum TSD length is 3.
rnd-5_family-137,DNA/hAT-Charlie,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-5_family-544,DNA/TcMar,C(S_TIR-> ii),SC(H-> dna transposon S_TIR-> dna transposon),SF(),TIR consensus length is 347.
rnd-5_family-803,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1201,LINE/RTE-BovB,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 76.
rnd-5_family-2004,LINE/I,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1494,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 38.
rnd-5_family-807,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-4063,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-419,Unknown,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1066,LINE/CR1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 27.
rnd-5_family-5040,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-867,DNA,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 42.
rnd-5_family-411,DNA/hAT,C(T-> ii),SC(T-> helitron),SF(),Palindrome length is 24.
rnd-5_family-1591,LTR/Copia,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 83.
rnd-5_family-3568,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 190.
rnd-5_family-1497,DNA,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-5_family-801,RC/Helitron,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-5_family-886,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-5_family-944,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-499,LINE/R2-NeSL,C(T-> ii S_SSR-> i),SC(T-> helitron S_SSR-> non-ltr retrotransposon),SF(),TSD consensus length is 2.Short sequence repeated is AAAAA.
rnd-5_family-2176,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2184,DNA/PIF-Harbinger,C(T-> ii),SC(H-> dna transposon T-> dna transposon),SF(H-> harbinger),TSD consensus length is 2.
rnd-5_family-409,DNA/CMC-EnSpm,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is GAT.
rnd-5_family-315,RC/Helitron,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-5_family-6828,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2116,LTR/Pao,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(),TSD consensus length is 2.TIR consensus length is 76.
rnd-5_family-1031,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2661,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-789,DNA/PIF-Harbinger,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-697,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 24.
rnd-5_family-3231,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 56.
rnd-5_family-774,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-5157,DNA/PIF-Harbinger,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TC.
rnd-5_family-512,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-5_family-829,LINE/RTE-BovB,C(S_TIR-> ii),SC(H-> non-ltr retrotransposon S_TIR-> dna transposon),SF(),TIR consensus length is 75.
rnd-5_family-1237,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3485,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-5010,LTR,C(S_LTR-> i),SC(H-> dna transposon S_LTR-> Short Terminal Repeat),SF(H-> mudr),Terminal Repeat consensus length is 8.
rnd-5_family-1011,DNA/PiggyBac,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 152.
rnd-5_family-1096,DNA/hAT-Charlie,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-750,LTR/Copia,C(T-> ii),SC(T-> dna transposon),SF(T-> is630/tc1/mariner),TSD consensus length is 2.
rnd-5_family-1613,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1200,Satellite,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> is630/tc1/mariner),TSD consensus length is 2.TIR consensus length is 41
rnd-5_family-5647,LTR/Copia,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 27.
rnd-5_family-3193,DNA,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-5_family-327,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-6885,DNA/CMC-EnSpm,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AATTC.
rnd-5_family-4009,LINE/Dong-R4,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1737,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3362,LINE/L1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 43.
rnd-5_family-2790,Unknown,C(T-> ii),SC(T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),TSD consensus length is 3.
rnd-5_family-2078,LINE/L1-Tx1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1213,LINE/L1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 26.
rnd-5_family-948,DNA/CMC-EnSpm,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CTA.
rnd-5_family-5062,LINE,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTGGA.
rnd-5_family-785,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTA.
rnd-5_family-5753,LINE/RTE-BovB,C(S_TIR-> ii),SC(H-> non-ltr retrotransposon S_TIR-> dna transposon),SF(),TIR consensus length is 74.
rnd-5_family-2222,LINE/RTE-RTE,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2802,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1782,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CC.
rnd-5_family-1950,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-5_family-4509,LINE/CR1,C(T-> ii),SC(H-> non-ltr retrotransposon T-> dna transposon),SF(),TSD consensus length is 2.
rnd-5_family-478,DNA/hAT-hAT5,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AA.
rnd-5_family-5923,DNA/MULE-MuDR,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 49.
rnd-5_family-4235,DNA/TcMar-ISRm11,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-3095,DNA/TcMar-Tc1,C(S_TIR-> ii),SC(H-> dna transposon S_TIR-> dna transposon),SF(),TIR consensus length is 27.
rnd-5_family-1154,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1490,LINE/L1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-353,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-229,DNA/MuLE-MuDR,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-5_family-3376,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1770,LINE/Jockey,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2596,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-5328,LTR/Copia,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is ATG.
rnd-5_family-5284,Simple_repeat,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 43.
rnd-5_family-3637,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-408,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-5_family-5341,LTR,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AAAAA.
rnd-5_family-240,DNA/Crypton,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 63.
rnd-5_family-266,DNA/CMC-EnSpm,C(S_TIR-> ii),SC(H-> dna transposon S_TIR-> dna transposon),SF(),TIR consensus length is 50.
rnd-5_family-1921,DNA/hAT-Charlie,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-149,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1637,LTR/Gypsy,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-5_family-5710,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-5_family-2320,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2490,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 20.
rnd-5_family-879,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3104,Unknown,C(T-> ii),SC(T-> dna transposon),SF(T-> is630/tc1/mariner),TSD consensus length is 2.
rnd-5_family-3896,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-1411,Unknown,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),Palindrome length is 16.
rnd-5_family-1755,LTR/Copia,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 27.
rnd-5_family-8668,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2280,DNA/CMC-EnSpm,C(S_LTR-> i),SC(S_LTR-> Short Terminal Repeat),SF(),Terminal Repeat consensus length is 8.
rnd-5_family-2887,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3142,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-6830,DNA/Sola,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.
rnd-5_family-3946,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-994,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-5_family-974,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NNNNN.
rnd-5_family-1930,DNA/PIF-Harbinger,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-5_family-2729,LINE/RTE-X,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AATTC.
rnd-5_family-2654,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 113.
rnd-5_family-716,LTR/DIRS,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-5_family-4385,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 49.
rnd-5_family-2510,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3174,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1555,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1073,DNA/P,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-5_family-92,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TT.
rnd-5_family-4580,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 26.
rnd-5_family-2835,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1414,DNA/CMC-EnSpm,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(),No TSD consensus. Maximum TSD length is 2.TIR consensus length is 86.
rnd-5_family-3112,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-4870,LTR/Pao,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTGAA.
rnd-5_family-3258,LINE/Rex-Babar,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is ATT.
rnd-5_family-2074,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 35.
rnd-5_family-888,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-1702,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 35.
rnd-5_family-7155,DNA/hAT-Charlie,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),TSD consensus length is 3.TIR consensus length is 152.
rnd-5_family-1035,buffer,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 61.
rnd-5_family-2120,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-99,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-5164,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1615,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-6729,DNA/PIF-Harbinger,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AA.
rnd-5_family-1421,LINE/RTE-X,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3292,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-15,DNA/hAT-hATw,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-3041,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-4336,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1434,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-4859,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NNNNN.
rnd-5_family-2626,LTR/Gypsy,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1325,Unknown,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AATA.
rnd-5_family-654,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 28.
rnd-5_family-428,Unknown,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-12,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CGC.
