Repeat,RepeatModeler Classification,Class,Sub-Class,Super-Family,Notes
rnd-1_family-611,DNA,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(),TSD consensus length is 2.TIR consensus length is 31.
rnd-1_family-612,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-614,DNA/hAT-Tag1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 27.
rnd-1_family-615,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 23.
rnd-1_family-617,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-622,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-627,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 17.
rnd-1_family-628,LTR/Copia,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 4.
rnd-1_family-629,LTR/Gypsy,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> is256/mutator/fb),TSD consensus length is 9.TIR consensus length is 25.
rnd-1_family-634,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 35.
rnd-1_family-638,DNA/hAT-Tip100,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.
rnd-1_family-654,DNA,C(T-> ii),SC(T-> dna transposon),SF(),No TSD consensus. Maximum TSD length is 2.
rnd-1_family-657,Unknown,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.
rnd-1_family-658,DNA/hAT-Charlie,C(T-> ii),SC(T-> dna transposon),SF(T-> is630/tc1/mariner),TSD consensus length is 2.
rnd-1_family-668,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-669,LTR/Copia,C(T-> ii),SC(T-> dna transposon),SF(),No TSD consensus. Maximum TSD length is 2.
rnd-1_family-671,DNA/hAT-Charlie,C(T-> ii),SC(T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),TSD consensus length is 3.
rnd-1_family-677,LINE/L1-Tx1,C(T-> ii),SC(T-> dna transposon),SF(T-> hat p is1016/merlin),TSD consensus length is 8.
rnd-1_family-680,LTR,C(S_TIR-> ii S_LTR-> i),SC(S_TIR-> dna transposon S_LTR-> Short Terminal Repeat),SF(),TIR consensus length is 20.Terminal Repeat consensus length is 21.
rnd-1_family-691,DNA,C(S_LTR-> i),SC(S_LTR-> Short Terminal Repeat),SF(),Terminal Repeat consensus length is 14.
rnd-1_family-616,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-694,LTR/Gypsy,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.
rnd-1_family-698,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is ATT.
rnd-1_family-701,DNA/hAT-Tip100,C(T-> ii),SC(T-> dna transposon),SF(T-> hat p is1016/merlin),TSD consensus length is 8.
rnd-1_family-702,Unknown,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),No TSD consensus. Maximum TSD length is 6.
rnd-1_family-704,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-714,LTR/ERV4,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-719,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-721,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-730,LTR/Copia,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Poly A trail length is 9.
rnd-1_family-738,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-739,LTR/Gypsy,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),No TSD consensus. Maximum TSD length is 3.TIR consensus length is 19.
rnd-1_family-741,LTR,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is GTT.
rnd-1_family-746,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 29.
rnd-1_family-737,SINE/ID,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-1_family-753,LTR/Gypsy,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 6.
rnd-1_family-734,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 43.
rnd-1_family-762,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 69.
rnd-1_family-770,DNA/hAT-Tip100,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.
rnd-1_family-783,Unknown,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.
rnd-1_family-791,DNA/TcMar-Sagan,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(),TSD consensus length is 2.TIR consensus length is 177.
rnd-1_family-799,Unknown,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),No TSD consensus. Maximum TSD length is 5.
rnd-1_family-800,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is ATT.
rnd-1_family-813,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 69.
rnd-1_family-818,DNA/PIF-Harbinger,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-821,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-825,LINE/L2,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TGAA.
rnd-1_family-829,Unknown,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.
rnd-1_family-843,DNA/hAT-Ac,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.
rnd-1_family-846,DNA/CMC-EnSpm,C(S_TIR-> ii T-> i),SC(S_TIR-> dna transposon T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 4.TIR consensus length is 17.
rnd-1_family-853,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTA.
rnd-1_family-861,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Poly A trail length is 11.
rnd-1_family-859,LTR/Gypsy,C(S_LTR-> i),SC(S_LTR-> Short Terminal Repeat),SF(),Terminal Repeat consensus length is 15.
rnd-1_family-883,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 81.
rnd-1_family-893,Unknown,C(T-> ii),SC(T-> dna transposon),SF(T-> hat p is1016/merlin),TSD consensus length is 8.
rnd-1_family-900,LINE/L1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 33.
rnd-1_family-920,buffer,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is GATA.
rnd-1_family-924,Unknown,C(S_LTR-> i),SC(S_LTR-> Short Terminal Repeat),SF(),Terminal Repeat consensus length is 12.
rnd-1_family-936,Unknown,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 6.
rnd-1_family-938,LTR/Copia,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),No TSD consensus. Maximum TSD length is 5.
rnd-1_family-947,LTR/DIRS,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-952,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-954,Unknown,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.
rnd-1_family-956,LTR/Ngaro,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-959,Unknown,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),No TSD consensus. Maximum TSD length is 6.
rnd-1_family-961,LINE/L2,C(T-> ii),SC(T-> dna transposon),SF(T-> hat p is1016/merlin),TSD consensus length is 7.
rnd-1_family-963,LINE/L1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 49.
rnd-1_family-966,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 72.
rnd-1_family-972,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-976,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-979,LTR/Gypsy,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> is630/tc1/mariner),No TSD consensus. Maximum TSD length is 2.TIR consensus length is 77.
rnd-1_family-981,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-989,LINE/R2,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 26.
rnd-1_family-991,LINE/RTE-BovB,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is ATAG.
rnd-1_family-982,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-998,DNA,C(T-> ii),SC(T-> dna transposon),SF(T-> is256/mutator/fb),TSD consensus length is 10.
rnd-1_family-1002,DNA,C(T-> ii),SC(T-> dna transposon),SF(T-> is630/tc1/mariner),TSD consensus length is 2.
rnd-1_family-1004,LTR/Gypsy,C(T-> ii),SC(T-> dna transposon),SF(T-> hat p is1016/merlin),TSD consensus length is 8.
rnd-1_family-1007,LINE/CR1,C(T-> ii S_SSR-> i),SC(T-> dna transposon S_SSR-> non-ltr retrotransposon),SF(),TSD consensus length is 2.Poly A trail length is 8.
rnd-1_family-1008,DNA/CMC-Mirage,C(T-> ii),SC(T-> dna transposon),SF(),No TSD consensus. Maximum TSD length is 2.
rnd-1_family-1016,Unknown,C(T-> i S_LTR-> i),SC(T-> ltr retrotransposon S_LTR-> Short Terminal Repeat),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 6.Terminal Repeat consensus length is 8.
rnd-1_family-996,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(H-> line),-
rnd-1_family-960,DNA/Ginger,C(T-> i S_LTR-> i),SC(T-> ltr retrotransposon S_LTR-> Short Terminal Repeat),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 6.Terminal Repeat consensus length is 8.
rnd-1_family-1022,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-1025,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-1032,DNA/PIF-Harbinger,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-1035,Unknown,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 6.
rnd-1_family-1041,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 27.
rnd-1_family-1043,LTR/Copia,C(S_LTR-> i),SC(S_LTR-> Short Terminal Repeat),SF(),Terminal Repeat consensus length is 51.
rnd-1_family-1046,LTR/Gypsy,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-1047,LINE,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 6.
rnd-1_family-1048,Unknown,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> hat p is1016/merlin),TSD consensus length is 8.TIR consensus length is 40.
rnd-1_family-1049,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-1057,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-1066,LINE/RTE-BovB,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TAC.
rnd-1_family-1069,LTR/Pao,C(T-> ii),SC(T-> helitron),SF(),No TSD consensus. Maximum TSD length is 10.
rnd-1_family-1072,DNA/CMC-EnSpm,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 36.
rnd-1_family-1054,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-1075,LTR/Gypsy,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-1080,DNA,C(T-> ii),SC(T-> helitron),SF(),TSD consensus length is 2.
rnd-1_family-1094,Unknown,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 6.
rnd-1_family-1107,DNA,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 18.
rnd-1_family-1113,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-1116,LTR/Gypsy,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-1118,LINE/CR1,C(T-> ii),SC(T-> dna transposon),SF(),No TSD consensus. Maximum TSD length is 2.
rnd-1_family-1074,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 27.
rnd-1_family-1121,Unknown,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.
rnd-1_family-1127,DNA/hAT-Tip100,C(T-> ii),SC(T-> helitron),SF(),No TSD consensus. Maximum TSD length is 14.
rnd-1_family-1136,LTR/Gypsy,C(T-> ii),SC(T-> dna transposon),SF(T-> is630/tc1/mariner),TSD consensus length is 2.
rnd-1_family-1150,DNA/Academ,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-1152,DNA/TcMar-Tc2,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is GATT.
rnd-1_family-1159,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 65.
rnd-1_family-1164,Unknown,C(T-> i S_LTR-> i),SC(T-> ltr retrotransposon S_LTR-> Short Terminal Repeat),SF(T-> ty3/gypsy ty1/copia retroviral),No TSD consensus. Maximum TSD length is 6.Terminal Repeat consensus length is 13.
rnd-1_family-1165,Unknown,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Poly A trail length is 8.
rnd-1_family-1166,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-1177,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-1178,Unknown,C(S_LTR-> i),SC(S_LTR-> Short Terminal Repeat),SF(),Terminal Repeat consensus length is 10.
rnd-1_family-1183,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-1191,LTR/Gypsy,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-1192,LTR/Gypsy,C(T-> ii),SC(T-> dna transposon),SF(T-> is256/mutator/fb),TSD consensus length is 9.
rnd-1_family-1193,DNA/CMC-EnSpm,C(T-> ii),SC(T-> dna transposon),SF(T-> is630/tc1/mariner),TSD consensus length is 2.
rnd-1_family-1196,LTR,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 110.
rnd-1_family-1202,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-1232,LINE/RTE-BovB,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 67.
rnd-1_family-1233,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-1239,DNA/MULE-F,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),No TSD consensus. Maximum TSD length is 5.
rnd-1_family-1241,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-1244,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 19.
rnd-1_family-1245,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-1247,Unknown,C(S_TIR-> ii S_LTR-> i),SC(S_TIR-> dna transposon S_LTR-> Short Terminal Repeat),SF(),TIR consensus length is 23.Terminal Repeat consensus length is 20.
rnd-1_family-1251,Unknown,C(T-> ii),SC(T-> helitron),SF(),Palindrome length is 12.
rnd-1_family-1255,DNA,C(T-> ii),SC(T-> dna transposon),SF(),No TSD consensus. Maximum TSD length is 2.
rnd-1_family-1278,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-1280,LTR/Gypsy,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 6.
rnd-1_family-1281,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TGAT.
rnd-1_family-1288,DNA/Academ,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-1295,LINE/CR1,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.
rnd-1_family-1298,Unknown,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 4.
rnd-1_family-1302,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 55.
rnd-1_family-1304,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-1310,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-1317,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Poly A trail length is 12.
rnd-1_family-1322,Unknown,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 6.
rnd-1_family-1323,Unknown,C(T-> ii),SC(T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),TSD consensus length is 3.
rnd-1_family-1327,LTR/ERV4,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 90.
rnd-1_family-1341,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-1342,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-1348,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-1351,DNA,C(T-> ii),SC(T-> dna transposon),SF(T-> is630/tc1/mariner),TSD consensus length is 2.
rnd-1_family-1355,LTR/Pao,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-1366,DNA/hAT-Ac,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-1368,Unknown,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Poly A trail length is 7.
rnd-1_family-1370,Unknown,C(T-> ii),SC(T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),No TSD consensus. Maximum TSD length is 3.
rnd-1_family-1329,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-1374,Unknown,C(T-> i S_LTR-> i),SC(T-> non-ltr retrotransposon penelope S_LTR-> Short Terminal Repeat),SF(T-> line/sine),No TSD consensus. Maximum TSD length is 7.Terminal Repeat consensus length is 26.
rnd-1_family-1381,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-1386,LINE/RTE-BovB,C(T-> ii),SC(H-> non-ltr retrotransposon T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-1390,Unknown,C(T-> ii),SC(T-> dna transposon),SF(T-> is630/tc1/mariner),No TSD consensus. Maximum TSD length is 2.
rnd-1_family-1392,LINE/CRE,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 53.
rnd-1_family-1401,Unknown,C(T-> ii S_LTR-> i),SC(T-> dna transposon S_LTR-> Short Terminal Repeat),SF(T-> is256/mutator/fb),TSD consensus length is 9.Terminal Repeat consensus length is 32.
rnd-1_family-1422,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-1443,Satellite,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 24.
rnd-1_family-1446,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-1452,Unknown,C(T-> ii S_LTR-> i),SC(T-> dna transposon S_LTR-> Short Terminal Repeat),SF(T-> is256/mutator/fb),No TSD consensus. Maximum TSD length is 10.Terminal Repeat consensus length is 8.
rnd-1_family-1454,LTR/Gypsy,C(T-> ii),SC(T-> helitron),SF(),Palindrome length is 12.
rnd-1_family-1456,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-1459,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-1461,DNA/hAT-Tag1,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Poly A trail length is 7.
rnd-1_family-1463,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-1465,LTR/Copia,C(T-> ii),SC(T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),No TSD consensus. Maximum TSD length is 3.
rnd-1_family-1468,LTR/Pao,C(T-> ii),SC(T-> dna transposon),SF(T-> is630/tc1/mariner),TSD consensus length is 2.
rnd-1_family-1469,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-1484,LTR,C(S_LTR-> i),SC(S_LTR-> ltr retrotransposon),SF(),Terminal Repeat consensus length is 200.
rnd-1_family-1490,LINE/L2,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TGAT.
rnd-1_family-1491,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-1498,DNA/hAT-Charlie,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-1415,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-1501,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-1503,LTR/ERVK,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Poly A trail length is 7.
rnd-1_family-1511,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-1517,LINE/RTE-BovB,C(T-> ii),SC(H-> non-ltr retrotransposon T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-1522,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-1525,Unknown,C(T-> ii),SC(T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),No TSD consensus. Maximum TSD length is 3.
rnd-1_family-1526,DNA/hAT-Tip100,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-1527,LINE/CR1-Zenon,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.
rnd-1_family-1529,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),No TSD consensus. Maximum TSD length is 2.
rnd-1_family-1531,SINE/MIR,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-1532,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-1541,DNA/CMC-EnSpm,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-1551,Satellite,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 39.
rnd-1_family-1558,LTR/Copia,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-1562,Unknown,C(S_LTR-> i),SC(S_LTR-> Short Terminal Repeat),SF(),Terminal Repeat consensus length is 11.
rnd-1_family-1580,Unknown,C(T-> ii),SC(T-> dna transposon),SF(T-> is630/tc1/mariner),TSD consensus length is 2.
rnd-1_family-1589,LINE/RTE-BovB,C(T-> ii),SC(H-> non-ltr retrotransposon T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-1590,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-1584,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-2_family-80,LTR/Copia,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 34.
rnd-2_family-81,LTR/Pao,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 19.
rnd-3_family-141,LTR/Copia,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 37.
rnd-3_family-108,LINE/L1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 19.
rnd-3_family-81,DNA,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 23.
rnd-3_family-575,LINE/L1,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> is256/mutator/fb),TSD consensus length is 10.TIR consensus length is 29.
rnd-3_family-75,Satellite,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CC.
rnd-3_family-68,LTR/ERV1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 81.
rnd-3_family-700,DNA/Zator,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 27.
rnd-3_family-408,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 33.
rnd-3_family-130,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-3_family-351,DNA/Zator,C(S_TIR-> ii S_SSR-> i),SC(S_TIR-> dna transposon S_SSR-> non-ltr retrotransposon),SF(),TIR consensus length is 31.Short sequence repeated is AA.
rnd-3_family-86,LTR/Pao,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 27.
rnd-3_family-239,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 58.
rnd-3_family-653,LTR/Copia,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 20.
rnd-3_family-645,LINE/CR1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 62.
rnd-3_family-111,LINE/I,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 20.
